,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
4123,3744438052,83371ME,NY,COM,06/02/2015,14,VAN,DODGE,T,18070,0,0,01/01/88888888 12:00:00 PM,0017,17.0,17.0,358658.0,T106,J,1243P,,NY,I,N,E 54th St,60ft E/of Lexington,01/05/0001 12:00:00 PM,408.0,c,,YYYYY,0700A,0600P,WHITE,,2006.0,,0.0,20 6,14-No Standing,,,
4124,2839372897,GWR6220,NY,PAS,03/22/2015,71,SUBN,CHEVR,T,90330,25330,93530,01/01/20170301 12:00:00 PM,0083,83.0,83.0,357358.0,T301,B,0925A,,K,F,190,Weirfield St,,01/05/0001 12:00:00 PM,408.0,j6,,,,,GY,,2001.0,,0.0,V 31,71-Insp. Sticker Missing (NYS,,,
4125,2950944912,GLU9893,NY,PAS,01/14/2015,31,CONV,BMW,T,34050,10910,33390,01/01/20160216 12:00:00 PM,0010,10.0,10.0,358893.0,T105,H,1058A,,NY,F,425,W 14th St,,01/05/0001 12:00:00 PM,408.0,l3,,YYYYY,0700A,0400P,GREY,,2011.0,,0.0,107,31-No Stand (Com. Mtr. Zone),,,
4126,2950944912,GLU9893,NY,PAS,01/14/2015,31,CONV,BMW,T,34050,10910,33390,01/01/20160216 12:00:00 PM,0010,10.0,10.0,358893.0,T105,H,1058A,,NY,F,425,W 14th St,,01/05/0001 12:00:00 PM,408.0,l3,,YYYYY,0700A,0400P,GREY,,2011.0,,0.0,107,31-No Stand (Com. Mtr. Zone),,,
4127,3245682644,FHM1608,NY,PAS,04/22/2015,74,4DSD,DODGE,T,65330,73350,42730,01/01/20170223 12:00:00 PM,0075,75.0,75.0,358930.0,T301,H,0225P,,K,F,208,Nichols Ave,,01/05/0001 12:00:00 PM,408.0,j2,,,,,BK,,2006.0,,0.0,W 31,74-Missing Display Plate,,,
4128,3459300484,GER4492,NY,PAS,03/23/2015,70,SUBN,NISSA,T,5430,10580,10630,01/01/20150317 12:00:00 PM,0068,68.0,68.0,358230.0,T302,D,0204P,,K,O,8000,4th Ave,,01/05/0001 12:00:00 PM,408.0,j3,,YYYYYYY,,,BLACK,,2013.0,,0.0,32 3,70A-Reg. Sticker Expired (NYS),,,
4129,3729286320,34561KA,NY,COM,03/12/2015,21,VAN,FORD,T,43890,0,0,01/01/20160517 12:00:00 PM,110,110.0,110.0,361798.0,T401,P,1141A,,Q,I,E,Elmhurst Ave,4ft S/of Gleane St,01/05/0001 12:00:00 PM,408.0,d1,,Y,1130A,0100P,WH,,2004.0,,0.0,18 4,21-No Parking (street clean),,,
4130,2731743256,ALX2576,NY,PAS,03/04/2015,14,4DSD,TOYOT,T,70620,52420,75370,01/01/20151114 12:00:00 PM,0046,46.0,46.0,357717.0,T201,M,0708A,,BX,F,1901,University Ave,,01/05/0001 12:00:00 PM,408.0,c,,YYYYYYY,0700A,0400P,GR,,1999.0,,0.0,D 21,14-No Standing,,,
4131,2706078483,FFZ9853,NY,PAS,07/16/2014,21,SUBN,HONDA,T,59290,39595,61470,01/01/20150304 12:00:00 PM,109,109.0,109.0,357763.0,T401,E,0916A,,Q,F,132-17,Pople Ave,,01/05/0001 12:00:00 PM,408.0,d1,,Y,0900A,1030A,GR,,1999.0,,0.0,05 4,21-No Parking (street clean),,,
4132,2781174050,71151MD,NY,COM,04/21/2015,38,VAN,CHEVR,T,13610,0,0,01/01/20160131 12:00:00 PM,0020,20.0,20.0,359611.0,T103,H,1224P,,NY,I,E,Broadway,7ft N/of W 62nd St,01/05/0001 12:00:00 PM,408.0,h1,,Y,0800A,1000P,WH,,2014.0,,0.0,51 7,38-Failure to Display Muni Rec,,,
4133,3746897687,2SX693,OK,PAS,06/23/2015,84,TRAC,INTER,T,15710,35570,35590,01/01/88880088 12:00:00 PM,0024,24.0,24.0,361065.0,T103,CC,0817A,,NY,O,638,Columbus Ave,,01/05/0001 12:00:00 PM,408.0,k7,,,,,WHITE,,0.0,,0.0,36 7,84-Platform lifts in low posit,,,
4134,3482857931,GTT7506,NY,PAS,06/05/2015,38,4DSD,BMW,T,0,40404,40404,01/01/20161104 12:00:00 PM,0028,28.0,28.0,354188.0,T103,J,1105A,,NY,F,2094,Adam Clayton Powell,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,0700P,BLUE,,2004.0,,0.0,33 7,38-Failure to Display Muni Rec,,,
4135,2767167992,11454MB,NY,COM,07/16/2014,69,FLAT,UD,T,34330,10510,10610,01/01/20150630 12:00:00 PM,0013,13.0,13.0,355444.0,T102,D,1203P,,NY,F,134,W 28th St,,01/05/0001 12:00:00 PM,408.0,h1,,YYYYY,0600A,0700P,WH,,2007.0,,0.0,22 6,69-Failure to Disp Muni Recpt,,,
4136,3116867796,GNY3935,PA,PAS,10/18/2014,38,4DSD,ME/BE,T,0,0,0,01/01/20141088 12:00:00 PM,0050,50.0,50.0,358224.0,T201,I,0332P,,BX,I,S,W 236th St,55ft W/of Johnson Av,01/05/0001 12:00:00 PM,408.0,h1,,Y,0830A,0700P,BLUE,,0.0,,0.0,S 21,38-Failure to Display Muni Rec,,,
4137,3678998674,70745KA,NY,COM,06/25/2015,78,VAN,FORD,T,36710,10810,13510,01/01/20170514 12:00:00 PM,0032,32.0,32.0,353485.0,T800,B2,1152P,,NY,F,305,W 147th St,,01/05/0001 12:00:00 PM,408.0,k6,,YYYYYYY,0900P,0500A,GY,,2002.0,,0.0,B 77,78-Nighttime PKG on Res Street,,,
4138,1369245890,FCN3617,NY,PAS,09/16/2014,21,SUBN,,S,52120,25920,25950,01/01/20160727 12:00:00 PM,0040,40.0,0.0,980764.0,BX01,0000,1205A,,BX,F,370,MORRIS AVE,,01/05/0001 12:00:00 PM,408.0,D1,,BYBBYBB,1130A,0100P,BLACK,0,2005.0,-,0.0,,,,,
4139,3706072604,FYF4968,NY,PAS,04/16/2015,37,4DSD,ACURA,T,34050,10410,10510,01/01/20160311 12:00:00 PM,0013,13.0,13.0,361379.0,T102,J,1256P,1250P,NY,F,22,W 14th St,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,1000P,BL,,2010.0,145-3223,0.0,07 6,37-Expired Muni Meter,,,
4140,1381291788,GRM9967,NY,PAS,04/15/2015,67,SDN,VOLKS,P,0,0,0,01/01/20160627 12:00:00 PM,105,105.0,105.0,917655.0,0105,0000,0200P,,Q,,,N/W C/O 76 AVE,264 ST,01/05/0001 12:00:00 PM,408.0,F7,,BBBBBBB,ALL,ALL,GRY,0,2014.0,-,0.0,,,,,
4141,1375395415,GHS8629,NY,PAS,10/09/2014,46,SDN,HONDA,P,45290,23090,23140,01/01/20150918 12:00:00 PM,113,113.0,171.0,955494.0,0171,0000,0712P,,Q,F,147-04,FOCH BLVD,,01/05/0001 12:00:00 PM,408.0,J6,,BBBBBBB,ALL,ALL,BK,0,1999.0,-,0.0,,,,,
4142,3233399136,984S,MA,PAS,08/18/2014,21,4DSD,MITSU,T,72830,83330,55530,01/01/20150488 12:00:00 PM,0090,90.0,90.0,361122.0,T301,G,1217P,,K,F,285,Pulaski St,,01/05/0001 12:00:00 PM,408.0,d1,,Y  Y,1200A,0130P,GREEN,,0.0,,0.0,15 3,21-No Parking (street clean),,,
4143,3426194358,66308MC,NY,COM,06/29/2015,21,VAN,FORD,T,33990,33690,33910,01/01/20161130 12:00:00 PM,0006,6.0,6.0,353469.0,T101,M,0912A,,NY,F,247,W 11th St,,01/05/0001 12:00:00 PM,408.0,d1,,Y  Y,0900A,1030A,GR,,0.0,,0.0,D 10,21-No Parking (street clean),,,
4144,2819700609,BAV2989,NY,PAS,09/26/2014,38,SUBN,NISSA,T,37290,64290,9640,01/01/20160116 12:00:00 PM,104,104.0,104.0,361310.0,T401,R,1243P,,Q,F,40-05,Broadway,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0830A,0700P,GY,,2013.0,,0.0,30-P,38-Failure to Display Muni Rec,,,
4145,3002591693,GHF4440,NY,PAS,04/28/2015,38,SUBN,CHEVR,T,13610,35390,35410,01/01/20151130 12:00:00 PM,0020,20.0,20.0,362284.0,T103,CC,0921A,,NY,F,2263,Broadway,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0830A,1000P,BLACK,,2004.0,,0.0,43 7,38-Failure to Display Muni Rec,,,
4146,3286991117,DXZ1225,NY,PAS,10/25/2014,38,4DSD,VOLKS,T,49020,73420,76950,01/01/20150222 12:00:00 PM,0043,43.0,43.0,359310.0,T202,E,0907A,,BX,F,1163,Manor Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,0700P,SILVE,,2011.0,,0.0,03A,38-Failure to Display Muni Rec,,,
4147,2750452710,16237TC,NY,TRC,03/26/2015,51,TRAC,PETER,T,28490,15545,22410,01/01/20150430 12:00:00 PM,0001,1.0,1.0,356526.0,T101,H,0930A,,NY,F,85,Pearl St,,01/05/0001 12:00:00 PM,408.0,e3,,,,,BLUE,,2014.0,,0.0,09 1,51-Sidewalk,,,
4148,3399430922,GPE2153,NY,PAS,04/16/2015,38,SUBN,BMW,T,54050,28830,35330,01/01/20160519 12:00:00 PM,0061,61.0,61.0,358842.0,T302,E,0153P,,K,O,1115,Kings Hwy,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0830A,0700P,BL,,2014.0,,0.0,03 3,38-Failure to Display Muni Rec,,,
4149,3734499020,44440MC,NY,COM,04/27/2015,69,VAN,CHEVR,T,34730,13610,10810,01/01/88888888 12:00:00 PM,0018,18.0,18.0,357711.0,T106,I,1259P,,NY,O,251,W 48th St,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0700A,1000P,WHITE,,2013.0,,0.0,99 6,69-Failure to Disp Muni Recpt,,,
4150,1376090053,61688JX,NY,COM,11/18/2014,46,VAN,CHEVR,P,16410,15251,15251,01/01/20151231 12:00:00 PM,121,121.0,121.0,922115.0,0121,0000,1009A,,R,F,158,ARLINGTON PL,,01/05/0001 12:00:00 PM,408.0,F2,,BBBBBBB,ALL,ALL,WH,0,2008.0,-,0.0,,,,,
4151,3521736749,49900JG,NY,COM,07/14/2014,46,DELV,FRUEH,T,21350,21230,11750,01/01/88888888 12:00:00 PM,0001,1.0,1.0,356980.0,T101,A,0949A,1200P,NY,F,57,Gold St,,01/01/20140714 12:00:00 PM,408.0,F1,,,,,BROWN,,1988.0,,0.0,06 1,46B-Double Parking (Com-100Ft),,,
4152,3587389233,63566JM,NY,COM,04/27/2015,14,DELV,GMC,T,17630,0,0,01/01/88888888 12:00:00 PM,0014,14.0,14.0,355497.0,T102,C,0906A,,NY,I,S,E 32nd St,90ft W/of Madison Av,01/05/0001 12:00:00 PM,408.0,c,,YYYYYYY,,,BROWN,,1988.0,,0.0,23 6,14-No Standing,,,
4153,3727744082,HSJ1300,PA,PAS,01/08/2015,21,SUBN,JEEP,T,5680,7180,7330,01/01/20140788 12:00:00 PM,0072,72.0,72.0,355542.0,T302,Q,0844A,,K,F,674,6th Ave,,01/05/0001 12:00:00 PM,408.0,d1,,Y,0830A,1000A,GREY,,0.0,,0.0,C1 3,21-No Parking (street clean),,,
4154,3727744082,HSJ1300,PA,PAS,01/08/2015,21,SUBN,JEEP,T,5680,7180,7330,01/01/20140788 12:00:00 PM,0072,72.0,72.0,355542.0,T302,Q,0844A,,K,F,674,6th Ave,,01/05/0001 12:00:00 PM,408.0,d1,,Y,0830A,1000A,GREY,,0.0,,0.0,C1 3,21-No Parking (street clean),,,
4155,3222559627,64759MC,NY,COM,01/23/2015,78,VAN,FORD,T,56630,0,0,01/01/20150131 12:00:00 PM,0075,75.0,75.0,346022.0,T802,A,1034P,,K,I,W,Livonia Ave,10ft N/of Hendrix St,01/05/0001 12:00:00 PM,408.0,k6,,YYYYYYY,0900P,0500A,WH,,1994.0,,0.0,O 31,78-Nighttime PKG on Res Street,,,
4156,3222559627,64759MC,NY,COM,01/23/2015,78,VAN,FORD,T,56630,0,0,01/01/20150131 12:00:00 PM,0075,75.0,75.0,346022.0,T802,A,1034P,,K,I,W,Livonia Ave,10ft N/of Hendrix St,01/05/0001 12:00:00 PM,408.0,k6,,YYYYYYY,0900P,0500A,WH,,1994.0,,0.0,O 31,78-Nighttime PKG on Res Street,,,
4157,3735585697,EMB1328,NY,PAS,01/14/2015,19,SUBN,SATUR,T,11710,36970,36990,01/01/20161016 12:00:00 PM,0033,33.0,33.0,358228.0,T103,L,0903P,,NY,F,2027,Amsterdam Ave,,01/05/0001 12:00:00 PM,408.0,c3,,YYYYYYY,,,GL,,2008.0,,0.0,02 7,19-No Stand (bus stop),,,
4158,3737074116,G51DZB,NJ,PAS,06/16/2015,21,SUBN,CHEVR,T,18310,10110,10010,01/01/88888888 12:00:00 PM,0019,19.0,19.0,357762.0,T103,X,1115A,,NY,O,301,E 66th St,,01/05/0001 12:00:00 PM,408.0,d1,,Y  Y,1100A,1230A,TAN,,0.0,,0.0,C 77,21-No Parking (street clean),,,
4159,3726488112,888JQV,FL,PAS,05/13/2015,38,SUBN,ACURA,T,42730,58730,23330,01/01/20151088 12:00:00 PM,0079,79.0,79.0,362220.0,T301,P,0557P,,K,O,1403,Fulton St,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0800A,0700P,SILVE,,0.0,,0.0,19 3,38-Failure to Display Muni Rec,,,
4160,3622393864,68371ME,NY,COM,01/06/2015,17,DELV,KENWO,T,34430,40404,40404,01/01/20150731 12:00:00 PM,0014,14.0,14.0,361283.0,T102,L,0727A,,NY,O,1PENN,W 33rd St,,01/05/0001 12:00:00 PM,408.0,c4,,YYYYYYY,,,WHITE,,2015.0,,0.0,20 6,17-No Stand (exc auth veh),,,
4161,3622393864,68371ME,NY,COM,01/06/2015,17,DELV,KENWO,T,34430,40404,40404,01/01/20150731 12:00:00 PM,0014,14.0,14.0,361283.0,T102,L,0727A,,NY,O,1PENN,W 33rd St,,01/05/0001 12:00:00 PM,408.0,c4,,YYYYYYY,,,WHITE,,2015.0,,0.0,20 6,17-No Stand (exc auth veh),,,
4162,3367251298,ETW9477,NY,PAS,12/25/2014,71,SUBN,TOYOT,T,29690,44990,29690,01/01/20150719 12:00:00 PM,0020,20.0,20.0,355209.0,T103,A,1244P,,NY,O,109,Riverside Dr,,01/05/0001 12:00:00 PM,408.0,j6,,YYYYYYY,,,GY,,2004.0,,0.0,CC1,71A-Insp Sticker Expired (NYS),,,
4163,3142196704,GUD1201,NY,PAS,06/03/2015,71,2DSD,HYUND,T,18140,0,0,01/01/20160923 12:00:00 PM,105,105.0,105.0,355205.0,T402,L,0925A,,Q,I,S,90th Ave,25ft W/of 247th St,01/05/0001 12:00:00 PM,408.0,j6,,YYYYYYY,,,GY,,2010.0,,0.0,L 42,71A-Insp Sticker Expired (NYS),,,
4164,3709120166,449603,RI,PAS,04/02/2015,38,SUBN,JEEP,T,23690,0,0,01/01/20160688 12:00:00 PM,106,106.0,106.0,358216.0,T402,B,0127P,,Q,I,S,156th Ave,45ft W/of Cross Bay,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,0700P,BLACK,,0.0,,0.0,27 4,38-Failure to Display Muni Rec,,,
4165,3125817695,P550565,IL,PAS,08/13/2014,38,TRAC,FRUEH,T,42820,29220,27360,01/01/88880088 12:00:00 PM,0052,52.0,52.0,358865.0,T201,D,0934A,,BX,F,2467,Jerome Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0830A,0700P,RED,,0.0,,0.0,18 2,38-Failure to Display Muni Rec,,,
4166,3734795741,T420493C,NY,OMT,05/06/2015,31,4DSD,TOYOT,T,34590,10510,13610,01/01/20160430 12:00:00 PM,0014,14.0,14.0,354205.0,T106,B,0305P,,NY,O,114,W 41st St,,01/05/0001 12:00:00 PM,408.0,l3,,YYYYY,0700A,0400P,BK,,2014.0,,0.0,99 6,31-No Stand (Com. Mtr. Zone),,,
4167,1380823419,GXA6043,NY,PAS,05/14/2015,46,SUBN,FORD,P,0,40404,40404,01/01/20150714 12:00:00 PM,0042,42.0,42.0,952675.0,0042,0000,0509P,,BX,O,1260,WEBSTER,,01/05/0001 12:00:00 PM,408.0,F7,,BBBBBBB,ALL,ALL,BLK,0,2008.0,-,0.0,,,,,
4168,1379401367,T525514C,NY,SRF,01/21/2015,21,ISIA,TOYOT,S,69730,67730,35130,01/01/20150131 12:00:00 PM,270,270.0,0.0,838024.0,KS14,0000,1157A,,K,F,299,PARKVILLE AVE,,01/05/0001 12:00:00 PM,408.0,D1,,BBYBBBB,1130A,0100P,BLK,0,0.0,-,0.0,,,,,
4169,1379401367,T525514C,NY,SRF,01/21/2015,21,ISIA,TOYOT,S,69730,67730,35130,01/01/20150131 12:00:00 PM,270,270.0,0.0,838024.0,KS14,0000,1157A,,K,F,299,PARKVILLE AVE,,01/05/0001 12:00:00 PM,408.0,D1,,BBYBBBB,1130A,0100P,BLK,0,0.0,-,0.0,,,,,
4170,2785207828,CCY8534,NY,PAS,11/14/2014,21,4DSD,TOYOT,T,77930,40404,40404,01/01/20160925 12:00:00 PM,0067,67.0,67.0,358208.0,T302,C,1208P,,K,F,2223,Snyder Ave,,01/05/0001 12:00:00 PM,408.0,d1,,Y  Y,1100A,1230A,WH,,1994.0,,0.0,16 3,21-No Parking (street clean),,,
4171,3285703187,27283MD,NY,COM,02/02/2015,14,REFG,ISUZU,T,28870,27100,45440,01/01/20151231 12:00:00 PM,0001,1.0,1.0,361338.0,T105,J,0826A,,NY,F,40,Pine St,,01/05/0001 12:00:00 PM,408.0,c,,YYYYYYY,,,WH,,2013.0,,0.0,123,14-No Standing,,,
4172,1366282085,K559DJ,NY,PAS,11/04/2014,24,SDN,TOYOT,P,0,40404,40404,01/01/20151120 12:00:00 PM,0077,77.0,824.0,952428.0,0824,0000,0830P,,K,F,420,KINGBROUGH 4TH,,01/05/0001 12:00:00 PM,408.0,J6,,BBBBBBB,ALL,ALL,RD,0,1996.0,-,0.0,,,,,
4173,3680855038,GKM1263,NY,PAS,12/08/2014,38,4DSD,KIA,T,14380,34880,34930,01/01/20150930 12:00:00 PM,0062,62.0,62.0,361131.0,T302,H,0209P,,K,O,424,Avenue P,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,0700P,BK,,2013.0,,0.0,04 3,38-Failure to Display Muni Rec,,,
4174,1377640796,FRG3718,NY,PAS,11/05/2014,71,SUBN,NISSA,P,36650,11710,13610,01/01/20151113 12:00:00 PM,0030,30.0,162.0,954884.0,0162,0000,0243A,,NY,F,500,W 144 ST,,01/05/0001 12:00:00 PM,408.0,J3,,BBBBBBB,ALL,ALL,GY,0,2003.0,-,0.0,,,,,
4175,3567808443,63613JM,NY,COM,08/21/2014,14,VAN,GMC,T,34930,0,0,01/01/88888888 12:00:00 PM,0018,18.0,18.0,338852.0,T106,B,0940A,,NY,I,S,W 58th St,60ft E/of 7th Ave,01/05/0001 12:00:00 PM,408.0,c,,Y,0700A,0700P,BROWN,,1988.0,,0.0,10 6,14-No Standing,,,
4176,2881759757,GHN6905,NY,PAS,09/13/2014,38,4DSD,LINCO,T,78050,40404,40404,01/01/20150717 12:00:00 PM,0045,45.0,45.0,361372.0,T202,D,0526P,,BX,F,1439,Williamsbridge Rd,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0830A,0700P,GY,,1999.0,,0.0,09P,38-Failure to Display Muni Rec,,,
4177,2777297646,AN358U,NJ,PAS,02/09/2015,47,DELV,INTER,T,25390,17650,17670,01/01/88888888 12:00:00 PM,0014,14.0,14.0,361135.0,T102,C,0714A,,NY,F,180,Madison Ave,,01/05/0001 12:00:00 PM,408.0,l2,,Y,0700A,0700P,WHITE,,0.0,,0.0,06 6,47-Double PKG-Midtown,,,
4178,3725513306,EEX2799,NY,PAS,05/31/2015,46,SUBN,BUICK,T,76950,18520,35820,01/01/20160227 12:00:00 PM,0043,43.0,43.0,361321.0,T202,P,1116A,,BX,F,2216,Westchester Ave,,01/05/0001 12:00:00 PM,408.0,f1,,,,,WH,,2014.0,,0.0,05P,46A-Double Parking (Non-COM),,,
4179,3150936485,QNC110,NY,PAS,02/16/2015,37,SUBN,JEEP,T,28990,14640,14740,01/01/20151015 12:00:00 PM,112,112.0,112.0,355669.0,T402,D,0524P,0518P,Q,O,6939,Austin St,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0830A,0700P,GR,,2008.0,405-3026,0.0,01 4,37-Expired Muni Meter,,,
4180,3718890130,BNT5973,GA,PAS,11/15/2014,38,4DSD,CHEVR,T,51090,19840,19940,01/01/20150788 12:00:00 PM,102,102.0,102.0,356307.0,T402,D,0506P,,Q,F,105-06,Jamaica Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0930A,0700P,SILVE,,0.0,,0.0,17 4,38-Failure to Display Muni Rec,,,
4181,2708864510,FHV7395,NY,PAS,03/18/2015,71,SUBN,HONDA,T,48360,0,0,01/01/20150207 12:00:00 PM,109,109.0,109.0,361852.0,T401,K,0244P,,Q,I,N,Haight St,40ft W/of Sanford Av,01/05/0001 12:00:00 PM,408.0,j6,,YYYYYYY,,,BK,,2011.0,,0.0,50-A,71A-Insp Sticker Expired (NYS),,,
4182,3709321305,FPM6912,NY,PAS,02/07/2015,14,SUBN,BMW,T,10910,34810,34830,01/01/20150715 12:00:00 PM,0018,18.0,18.0,355057.0,T106,M,0729A,,NY,F,791,9th Ave,,01/05/0001 12:00:00 PM,408.0,c,,Y,0700A,1000A,BK,,2014.0,,0.0,99 6,14-No Standing,,,
4183,2790158394,FFM3280,NY,PAS,05/18/2015,38,SUBN,TOYOT,T,64730,8930,8980,01/01/20161018 12:00:00 PM,0066,66.0,66.0,361284.0,T302,N,1036A,,K,F,4717,New Utrecht Ave,,01/05/0001 12:00:00 PM,408.0,h1,,YYYYY,0830A,0700P,BK,,2013.0,,0.0,01 3,38-Failure to Display Muni Rec,,,
4184,1377675245,21902PC,NY,IRP,02/04/2015,1,BUS,VAN H,P,16410,13460,25890,01/01/20150531 12:00:00 PM,0005,5.0,406.0,925923.0,0406,0000,0920A,,NY,O,27,DIVISION ST,,01/05/0001 12:00:00 PM,408.0,C1,,BBBBBBB,ALL,ALL,WH,0,2005.0,-,0.0,,,,,
4185,3701359744,21542MD,NY,COM,12/02/2014,21,VAN,GMC,T,18490,10010,45590,01/01/88888888 12:00:00 PM,0019,19.0,19.0,332086.0,T103,O,0921A,,NY,O,441,E 75th St,,01/05/0001 12:00:00 PM,408.0,d1,,Y  Y,0900A,1030A,WHITE,,2013.0,,0.0,01 7,21-No Parking (street clean),,,
4186,3393830641,FJF3481,NY,PAS,04/27/2015,21,SUBN,ME/BE,T,13490,0,0,01/01/20170313 12:00:00 PM,114,114.0,114.0,356480.0,T401,B,0914A,,Q,I,W,64th St,10ft N/of 34th Ave,01/05/0001 12:00:00 PM,408.0,d1,,Y,0900A,1030A,RD,,2009.0,,0.0,42-A,21-No Parking (street clean),,,
4187,3721500967,AP113R,NJ,PAS,03/25/2015,84,DELV,INTER,T,13610,35370,35390,01/01/88888888 12:00:00 PM,0020,20.0,20.0,361350.0,T103,K,1132A,,NY,O,2242,Broadway,,01/05/0001 12:00:00 PM,408.0,k7,,,,,WHITE,,0.0,,0.0,51 7,84-Platform lifts in low posit,,,
4188,3287376349,GPK4987,NY,PAS,09/09/2014,40,SUBN,BMW,T,53520,20520,57320,01/01/20160410 12:00:00 PM,0049,49.0,49.0,350435.0,T202,O,0833A,,BX,F,1005,Neill Ave,,01/05/0001 12:00:00 PM,408.0,e2,,YYYYYYY,,,BK,,2014.0,,0.0,C 22,40-Fire Hydrant,,,
4189,3513610159,RDB649,MS,PAS,08/22/2014,21,4DSD,NISSA,T,69230,85730,32230,01/01/20141088 12:00:00 PM,0090,90.0,90.0,347607.0,T301,L,1121A,,K,F,744,Park Ave,,01/05/0001 12:00:00 PM,408.0,d1,,Y  Y,1100A,1230A,BROWN,,0.0,,0.0,Q 31,21-No Parking (street clean),,,
4190,1368232589,21849MC,NY,COM,02/18/2015,46,REFG,MITSU,P,23230,92630,31950,01/01/20150630 12:00:00 PM,0090,90.0,90.0,927923.0,0090,0000,1113A,,K,F,689,BROADWAY,,01/05/0001 12:00:00 PM,408.0,C3,,BBBBBBB,ALL,ALL,WT,0,2006.0,-,0.0,,,,,
4191,2741581504,60295JV,NY,COM,01/12/2015,38,DELV,MITSU,T,53790,20190,20340,01/01/20160630 12:00:00 PM,106,106.0,106.0,361872.0,T402,J,1130A,,Q,F,10816,Liberty Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,0700P,WHITE,,1999.0,,0.0,23 4,38-Failure to Display Muni Rec,,,
4192,2741581504,60295JV,NY,COM,01/12/2015,38,DELV,MITSU,T,53790,20190,20340,01/01/20160630 12:00:00 PM,106,106.0,106.0,361872.0,T402,J,1130A,,Q,F,10816,Liberty Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,0700P,WHITE,,1999.0,,0.0,23 4,38-Failure to Display Muni Rec,,,
4193,2799798486,LIFFEY11,NY,COM,08/27/2014,37,VAN,FRUEH,T,10210,18370,18390,01/01/20151130 12:00:00 PM,0019,19.0,19.0,356267.0,T103,S,0420P,0400P,NY,O,1191,3rd Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0800A,0700P,WH,,2005.0,107-4887,0.0,56 7,37-Expired Muni Meter,,,
4194,2786437511,35216MB,NY,COM,09/22/2014,48,DELV,FRUEH,T,10010,19310,19330,01/01/88888888 12:00:00 PM,0025,25.0,25.0,350425.0,T103,M,0150P,,NY,F,2301,1st Ave,,01/05/0001 12:00:00 PM,408.0,e9,,,,,BROWN,,2012.0,,0.0,CC4,48-Bike Lane,,,
4195,3327676399,GDF7950,NY,PAS,07/08/2014,21,4DSD,TOYOT,T,10010,19070,19090,01/01/20141114 12:00:00 PM,0023,23.0,23.0,355134.0,T103,B,0849A,,NY,O,2039,1st Ave,,01/05/0001 12:00:00 PM,408.0,d1,,Y  Y,0830A,1000A,GY,,2006.0,,0.0,D 77,21-No Parking (street clean),,,
4196,3117884084,GEX3870,NY,PAS,08/21/2014,40,SUBN,JEEP,T,36420,26850,26880,01/01/20160223 12:00:00 PM,0046,46.0,46.0,353063.0,T201,G,0525P,,BX,F,1700,Grand Concourse,,01/05/0001 12:00:00 PM,408.0,e2,,YYYYYYY,,,BR,,1997.0,,0.0,46 2,40-Fire Hydrant,,,
4197,3208075505,GGE7786,NY,PAS,02/11/2015,38,2DSD,ACURA,T,48830,60630,30230,01/01/20150815 12:00:00 PM,0084,84.0,84.0,357341.0,T301,E,0941A,,K,F,38,Henry St,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0830A,0700P,GY,,2002.0,,0.0,05 3,38-Failure to Display Muni Rec,,,
4198,3709263315,GEY7033,NY,PAS,09/28/2014,17,4DSD,BMW,T,13230,93250,31530,01/01/20150210 12:00:00 PM,0088,88.0,88.0,357082.0,T301,S,0105P,,K,F,155,Ashland Pl,,01/05/0001 12:00:00 PM,408.0,c4,,YYYYYYY,0700A,0700P,BL,,2008.0,,0.0,03 3,17-No Stand (exc auth veh),,,
