Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
1374333888,GRV3250,NY,PAS,10/15/2014,20,SUBN,HONDA,P,70430,70428,93430,01/01/20140729 12:00:00 PM,0084,84,84,947995,0084,0000,0452P,,K,F,15,PIERREPONT ST,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,SILVE,0,2014,-,0,,,,,,,,,,,,,
7005725955,GFW8659,NY,PAS,07/14/2014,21,SUBN,JEEP,T,18740,8590,8790,01/01/20150227 12:00:00 PM,115,115,115,352056,T401,C,0836A,,Q,F,35-62,94th St,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,TN,,2007,,0,17-A,21-No Parking (street clean),,,,,,,,,,,
7623714028,63402JM,NY,COM,02/06/2015,46,VAN,GMC,T,18890,27790,24890,01/01/88888888 12:00:00 PM,0023,23,23,358840,T103,N,0103P,1230P,NY,O,100,E 96th St,,01/01/20150206 12:00:00 PM,408,F1,,,,,BROWN,,1987,,0,14 7,46B-Double Parking (Com-100Ft),,,,,,,,,,,
8016984150,2M60B,NY,OMT,03/07/2015,40,TAXI,TOYOT,T,67530,14080,14130,01/01/20150930 12:00:00 PM,0070,70,70,354144,T802,B,0018A,,K,F,1521,Ocean Ave,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,YW,,2014,,0,I 31,40-Fire Hydrant,,,,,,,,,,,
7829968949,66800JU,NY,COM,07/24/2014,14,DELV,HINO,T,34650,10610,30550,01/01/20140831 12:00:00 PM,0014,14,14,353143,T106,N,1247P,,NY,F,232,W 44th St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WH,,2005,,0,78 6,14-No Standing,,,,,,,,,,,
7018557320,FRJ5798,NY,PAS,03/19/2015,38,SUBN,JEEP,T,8320,22920,40320,01/01/20150720 12:00:00 PM,0049,49,49,361867,T202,I,0539P,,BX,F,733,Allerton Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BK,,2002,,0,11P,38-Failure to Display Muni Rec,,,,,,,,,,,
7698306306,BXM3016,NY,PAS,09/15/2014,38,4DSD,HONDA,T,35480,14030,14080,01/01/20160829 12:00:00 PM,0070,70,70,358651,T302,A,0815A,,K,F,992,E 15th St,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0800A,0700P,BLACK,,2012,,0,02 3,38-Failure to Display Muni Rec,,,,,,,,,,,
7071265549,P68EPA,NJ,PAS,10/13/2014,14,4DSD,TOYOT,T,59990,13690,13790,01/01/88888888 12:00:00 PM,112,112,112,352994,T401,K,1141A,,Q,O,98-22,Queens Blvd,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,SILVE,,0,,0,55-A,14-No Standing,,,,,,,,,,,
7927547720,85913MD,NY,COM,05/19/2015,38,VAN,FRUEH,T,15710,35390,35410,01/01/88888888 12:00:00 PM,0020,20,20,362283,T103,Q,0422P,,NY,F,454,Columbus Ave,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,1000A,0700P,BROWN,,2014,,0,54 7,38-Failure to Display Muni Rec,,,,,,,,,,,
7517982485,62548JM,NY,COM,01/08/2015,19,DELV,INTER,T,29220,70720,68420,01/01/88888888 12:00:00 PM,0046,46,46,361387,T201,C,1112A,,BX,F,270,E Fordham Rd,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,BROWN,,1997,,0,03 2,19-No Stand (bus stop),,,,,,,,,,,
7517982485,62548JM,NY,COM,01/08/2015,19,DELV,INTER,T,29220,70720,68420,01/01/88888888 12:00:00 PM,0046,46,46,361387,T201,C,1112A,,BX,F,270,E Fordham Rd,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,BROWN,,1997,,0,03 2,19-No Stand (bus stop),,,,,,,,,,,
7774779395,FWS5542,NY,PAS,07/09/2014,46,2DSD,ACURA,T,49190,37750,25705,01/01/20150912 12:00:00 PM,0050,50,50,346132,T201,M,0933A,,BX,F,40,Marble Hill Ave,,01/05/0001 12:00:00 PM,408,f1,,,,,WH,,1998,,0,O 21,46A-Double Parking (Non-COM),,,,,,,,,,,
7954208606,CRTCLMSS,NY,SRF,02/13/2015,40,PICK,CHEVR,T,95030,66430,66330,01/01/20150624 12:00:00 PM,0094,94,94,361119,T301,C,1243P,,K,F,148,Wythe Ave,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,SILVE,,2012,,5,17 3,40-Fire Hydrant,,,,,,,,,,,
7907727522,20756MC,NY,COM,09/02/2014,47,DELV,ISUZU,T,26800,0,0,01/01/20160731 12:00:00 PM,0013,13,13,330039,T501,G,0442P,,NY,I,E,Mount Carmel Pl,40ft S/of E 28th St,01/05/0001 12:00:00 PM,408,l2,,YYYYYYY,,,WH,,2006,,0,CU 9,47-Double PKG-Midtown,,,,,,,,,,,
7071296777,EVV3067,NY,PAS,03/06/2015,71,SUBN,SUBAR,T,45890,0,0,01/01/20151221 12:00:00 PM,109,109,109,358121,T401,N,0231P,,Q,I,E,Francis Lewis Blvd,250ft N/of 33rd Ave,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GL,,2010,,0,X 41,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
8006455922,49016ME,NY,COM,09/02/2014,47,VAN,FORD,T,17290,32632,23390,01/01/20160130 12:00:00 PM,0010,10,10,358873,T106,GP,0117P,,NY,O,119,E 15th St,,01/05/0001 12:00:00 PM,408,l2,,Y,0700A,0700P,WH,,2002,,0,99 6,47-Double PKG-Midtown,,,,,,,,,,,
7743945649,49988JG,NY,COM,07/02/2014,20,VAN,INTER,T,16150,23130,21690,01/01/88888888 12:00:00 PM,0005,5,5,358176,T105,H,1059A,1024A,NY,F,8,Crosby St,,01/01/20140702 12:00:00 PM,408,d,,YYYYY,0800A,0600P,BROWN,,1997,,0,075,20-No Parking (Com Plate),,,,,,,,,,,
7975954858,GST2694,NY,PAS,03/03/2015,21,SUBN,JEEP,T,14390,0,0,01/01/88888888 12:00:00 PM,112,112,112,361383,T401,K,0957A,,Q,I,E,68th Rd,30ft S/of Yellowston,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,GREEN,,0,,0,61-A,21-No Parking (street clean),,,,,,,,,,,
7899908930,61477JU,NY,COM,10/02/2014,47,VAN,CHEVR,T,34430,10410,13610,01/01/20150630 12:00:00 PM,0014,14,14,359286,T102,E,0411P,,NY,F,28,W 33rd St,,01/05/0001 12:00:00 PM,408,l2,,Y,0700A,0700P,WH,,2006,,0,99 6,47-Double PKG-Midtown,,,,,,,,,,,
8005804283,FPT1358,NY,PAS,07/16/2014,20,PICK,DODGE,T,21140,28890,18790,01/01/20151020 12:00:00 PM,102,102,102,358619,T402,P,0231P,,Q,O,94-31,118th St,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,WH,,1995,,0,G 42,20A-No Parking (Non-COM),,,,,,,,,,,
7400708200,FZB3117,NY,PAS,10/14/2014,62,SUBN,SUBAR,T,0,0,0,01/01/20160620 12:00:00 PM,0050,50,50,358909,T201,I,0302P,,BX,I,W,Independence Ave,90ft N/of W 232nd St,01/05/0001 12:00:00 PM,408,d4,,,,,BL,,2002,,0,S 21,62-Beyond Marked Space,,,,,,,,,,,
7653994830,GGS7130,NY,PAS,08/01/2014,71,4DSD,LINCO,T,10830,5430,5580,01/01/20150702 12:00:00 PM,0068,68,68,350335,T302,E,0339P,,K,O,402,85th St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BK,,2007,,0,21 3,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7785152494,FZF7824,NY,OMS,10/12/2014,19,SUBN,DODGE,T,34910,10610,13610,01/01/20150930 12:00:00 PM,0018,18,18,351207,T106,M,1231P,,NY,O,211W,W 57th St,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,BK,,2014,,0,42 6,19-No Stand (bus stop),,,,,,,,,,,
7648323412,B81EYB,NJ,PAS,01/23/2015,38,SUBN,HYUND,T,14230,38930,35530,01/01/88888888 12:00:00 PM,0070,70,70,361859,T302,G,1238P,,K,F,1523,Avenue M,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0800A,0700P,OTHER,,0,,0,05 3,38-Failure to Display Muni Rec,,,,,,,,,,,
7648323412,B81EYB,NJ,PAS,01/23/2015,38,SUBN,HYUND,T,14230,38930,35530,01/01/88888888 12:00:00 PM,0070,70,70,361859,T302,G,1238P,,K,F,1523,Avenue M,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0800A,0700P,OTHER,,0,,0,05 3,38-Failure to Display Muni Rec,,,,,,,,,,,
7560476016,64847MA,NY,COM,06/24/2015,21,DELV,INTER,T,23390,17290,17310,01/01/20151231 12:00:00 PM,0013,13,13,356521,T102,A,0744A,,NY,O,31,Irving Pl,,01/05/0001 12:00:00 PM,408,d1,,Y,0730A,0800A,RED,,2008,,0,A 17,21-No Parking (street clean),,,,,,,,,,,
7185555474,KJA170,SC,PAS,05/21/2015,21,SUBN,FORD,T,19290,8190,57790,01/01/20150888 12:00:00 PM,115,115,115,349562,T401,M,0838A,,Q,F,32-44,100th St,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,WHITE,,0,,0,M 41,21-No Parking (street clean),,,,,,,,,,,
7092183870,EDJ1225,NY,PAS,07/21/2014,21,SUBN,FORD,T,56490,38490,48495,01/01/20160110 12:00:00 PM,104,104,104,361142,T401,K,0807A,,Q,F,56-38,Myrtle Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,0800A,0830A,SILVE,,0,,0,62-A,21-No Parking (street clean),,,,,,,,,,,
7805789563,GTJ5898,NY,PAS,06/04/2015,21,4DSD,MAZDA,T,67530,12330,73170,01/01/20160918 12:00:00 PM,0070,70,70,361859,T302,G,1202P,,K,F,700,Ocean Ave,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,GY,,2006,,0,08 3,21-No Parking (street clean),,,,,,,,,,,
7717171790,T528318C,NY,OMT,10/15/2014,16,4DSD,LINCO,T,36490,11710,13610,01/01/20150430 12:00:00 PM,0030,30,30,358626,T103,R,0337P,,NY,O,540,W 136th St,,01/05/0001 12:00:00 PM,408,k2,,Y,0800A,0600P,BK,,2007,,0,09 7,16A-No Std (Com Veh) Non-COM,,,,,,,,,,,
8006035921,FSG4789,NY,PAS,04/06/2015,37,4DSD,LEXUS,T,37290,7300,7740,01/01/20150914 12:00:00 PM,114,114,114,355088,T401,I,0254P,0248P,Q,F,25-28,Broadway,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,BK,,1999,423-3037,0,31-P,37-Expired Muni Meter,,,,,,,,,,,
8003496070,EDS9591,NY,PAS,04/03/2015,14,SUBN,LEXUS,T,16940,0,0,01/01/20151020 12:00:00 PM,107,107,107,358656,T402,Y,0549A,,Q,I,N,83rd Ave,15ft E/of 139th St,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BK,,2014,,0,L 42,14-No Standing,,,,,,,,,,,
7757132162,W22EHS,NJ,PAS,08/22/2014,21,4DSD,CHRYS,T,33910,57970,60790,01/01/88888888 12:00:00 PM,100,100,100,340127,T402,L,0851A,,Q,F,180,Beach 114th St,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,BLUE,,0,,0,Q 42,21-No Parking (street clean),,,,,,,,,,,
7809387467,N56CMJ,NJ,PAS,02/03/2015,31,SUBN,ACURA,T,28490,13590,15550,01/01/88888888 12:00:00 PM,0001,1,1,361827,T105,D,0310P,,NY,F,58,Pearl St,,01/05/0001 12:00:00 PM,408,l3,,Y,0700A,0500P,RED,,0,,0,085,31-No Stand (Com. Mtr. Zone),,,,,,,,,,,
1370519515,EDJ1609,NY,PAS,12/16/2014,21,SUBN,JEEP,S,19090,7240,28790,01/01/20151220 12:00:00 PM,115,115,0,584089,QW02,0000,1152A,,Q,F,2557,98 STREET,,01/05/0001 12:00:00 PM,408,D1,,BYBBBBB,1130A,0100P,TAN,0,1996,-,0,,,,,,,,,,,,,
7187949303,290149T,MD,PAS,02/14/2015,46,4DSD,DODGE,T,81830,76950,64230,01/01/20150188 12:00:00 PM,0062,62,62,332021,T302,L,0203P,,K,F,2743,Stillwell Ave,,01/05/0001 12:00:00 PM,408,f1,,,,,WHITE,,0,,0,W 32,46A-Double Parking (Non-COM),,,,,,,,,,,
7166271838,GAB6313,NY,PAS,11/05/2014,37,SUBN,DODGE,T,17450,53000,18510,01/01/20160926 12:00:00 PM,120,120,120,358176,T303,E,0527P,0508P,R,O,200,Bay St,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,LT/,,1999,502-3005,0,01-P,37-Expired Muni Meter,,,,,,,,,,,
7069178608,B75CDR,NJ,PAS,05/01/2015,37,SUBN,ME/BE,T,0,40404,40404,01/01/88888888 12:00:00 PM,0032,32,32,354084,T103,L,0140P,1200P,NY,F,2310,Adam Clayton Powell,,01/01/20150501 12:00:00 PM,408,h1,,Y,0900A,0700P,WHITE,,0,110-9654,0,CC1,37-Expired Muni Meter,,,,,,,,,,,
7921823038,78066JV,NY,COM,09/18/2014,71,PICK,FORD,T,10110,18110,18130,01/01/20150531 12:00:00 PM,0017,17,17,332944,T501,A,1140A,,NY,O,1074,2nd Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,RD,,2007,,0,MC 9,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7715899872,23005MG,NY,COM,06/12/2015,85,VAN,CHEVR,T,13610,36730,36750,01/01/20160717 12:00:00 PM,0034,34,34,361278,T800,A2,0219A,1028P,NY,F,3609,Broadway,,01/05/0001 12:00:00 PM,408,k5,,,,,WH,,2003,,0,C 77,85-Storage-3 hour Commercial,,,,,,,,,,,
7739146791,62546JM,NY,COM,10/08/2014,14,DELV,INTER,T,42730,38950,31530,01/01/88888888 12:00:00 PM,0084,84,84,358630,T301,C,1126A,,K,F,482,Fulton St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BROWN,,1997,,0,03 3,14-No Standing,,,,,,,,,,,
7418310833,GXD9067,NY,PAS,06/06/2015,38,4DSD,BMW,T,52220,71720,77150,01/01/20170318 12:00:00 PM,0049,49,49,362266,T201,K,0903A,,BX,F,682,Morris Park Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BK,,2007,,0,08 2,38-Failure to Display Muni Rec,,,,,,,,,,,
7759138556,FCM8632,NY,PAS,06/18/2015,40,SUBN,MAZDA,T,22590,14290,51590,01/01/20160728 12:00:00 PM,107,107,107,345317,T402,X,0550A,,Q,F,6840,138th St,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,WH,,0,,5,G 42,40-Fire Hydrant,,,,,,,,,,,
7915734532,81358JN,NY,COM,05/05/2015,16,VAN,CHEVR,T,34510,0,0,01/01/20150804 12:00:00 PM,0010,10,10,345551,T501,C,0257P,0221P,NY,I,N,W 37th St,30ft W/of 9th Ave,01/05/0001 12:00:00 PM,408,k2,,Y,0700A,0700P,WHITE,,1991,,0,01 6,16-No Std (Com Veh) Com Plate,,,,,,,,,,,
7120277467,FDV2980,NY,PAS,02/27/2015,60,SUBN,CHRYS,T,56020,18990,12550,01/01/20161025 12:00:00 PM,0052,52,52,361290,T201,X,0219P,,BX,F,3900,Orloff Ave,,01/05/0001 12:00:00 PM,408,m2,,,,,GL,,2006,,0,T 21,60-Angle Parking,,,,,,,,,,,
7526398960,468PH4,MA,PAS,05/11/2015,21,SUBN,ROVER,T,25530,82930,73190,01/01/20160488 12:00:00 PM,0081,81,81,357052,T301,M,0910A,,K,F,111,Chauncey St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0900A,1030A,BLACK,,0,,0,K 31,21-No Parking (street clean),,,,,,,,,,,
7897124587,91375MD,NY,COM,02/19/2015,71,DUMP,MACK,T,34250,13610,10510,01/01/20160131 12:00:00 PM,0013,13,13,361358,T102,N,1123A,,NY,F,61,W 24th St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BLACK,,1998,,0,04 6,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7587279751,GLN8010,NY,PAS,12/23/2014,16,SUBN,KIA,T,11112,34310,34330,01/01/20151130 12:00:00 PM,0010,10,10,341149,T108,H,0411P,,NY,F,220,12th Ave,,01/05/0001 12:00:00 PM,408,k2,,YYYYY,0700A,0700P,WH,,2014,,0,01A,16A-No Std (Com Veh) Non-COM,,,,,,,,,,,
7060611411,63009JM,NY,COM,05/26/2015,14,VAN,GMC,T,10810,34210,34230,01/01/88888888 12:00:00 PM,0010,10,10,345238,T102,C,0927A,,NY,F,240,8th Ave,,01/05/0001 12:00:00 PM,408,c,,Y,0700A,1000A,BROWN,,1989,,0,99 6,14-No Standing,,,,,,,,,,,
8012719824,FPT2974,NY,PAS,01/24/2015,38,SUBN,FORD,T,59990,13690,13790,01/01/20151121 12:00:00 PM,112,112,112,359580,T401,R,0131P,,Q,O,98-32,Queens Blvd,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,GY,,2011,,0,55-P,38-Failure to Display Muni Rec,,,,,,,,,,,
1378067575,647YTS,MA,PAS,06/16/2015,20,SDN,CHRYS,X,32920,35680,13820,01/01/20170531 12:00:00 PM,0047,47,47,953532,0047,0000,0447P,,BX,O,3361,FISH AVE,,01/05/0001 12:00:00 PM,408,J3,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,,,,,,,,,
7097273446,92112JW,NY,COM,11/05/2014,37,VAN,CHEVR,T,51090,19840,19940,01/01/20151130 12:00:00 PM,102,102,102,361342,T402,D,1140A,0931A,Q,F,105-07,Jamaica Ave,,01/01/20141105 12:00:00 PM,408,h1,,Y,0800A,0700P,WHITE,,2008,446-3038,0,19 4,37-Expired Muni Meter,,,,,,,,,,,
8025003814,GEG1258,NY,PAS,02/04/2015,71,SUBN,LEXUS,T,14140,36390,59990,01/01/20170209 12:00:00 PM,112,112,112,358595,T401,K,0751A,,Q,F,100-10,67th Rd,,01/05/0001 12:00:00 PM,408,j6,,,,,WH,,2015,,0,55-A,71-Insp. Sticker Missing (NYS,,,,,,,,,,,
7516306253,GUV1600,NY,PAS,01/29/2015,14,PICK,TOYOT,T,73690,19230,80430,01/01/20170101 12:00:00 PM,0077,77,77,332408,T301,L,0711A,,K,F,24,Rogers Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,1000A,RD,,1996,,0,I 31,14-No Standing,,,,,,,,,,,
7933077341,FJM8479,NY,PAS,10/06/2014,38,SUBN,FORD,T,17210,32645,13610,01/01/20150331 12:00:00 PM,0009,9,9,359606,T101,F,0123P,,NY,F,40,E 11th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BLUE,,2002,,0,67 1,38-Failure to Display Muni Rec,,,,,,,,,,,
7398397940,JMV6241,PA,PAS,11/20/2014,98,4DSD,HONDA,T,22920,9320,78050,01/01/20150388 12:00:00 PM,0049,49,49,355556,T801,B,0842P,,BX,F,2907,Cruger Ave,,01/05/0001 12:00:00 PM,408,f2,,,,,SILVE,,0,,0,F 21,98-Obstructing Driveway,,,,,,,,,,,
8007407236,FBC6904,NY,PAS,08/13/2014,71,SUBN,CHEVR,T,54050,35230,28830,01/01/20160514 12:00:00 PM,0061,61,61,359576,T302,R,0403P,,K,F,944,Kings Hwy,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,TN,,2003,,0,04 3,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7742390863,AN294N,NJ,PAS,01/28/2015,51,DELV,INTER,T,32390,0,0,01/01/88888888 12:00:00 PM,0001,1,1,361117,T105,E,1226P,,NY,I,S,Thames St,150ft W/of Broadway,01/05/0001 12:00:00 PM,408,e3,,,,,SILVE,,0,,0,081,51-Sidewalk,,,,,,,,,,,
7146649192,GPJ1564,NY,PAS,09/15/2014,38,4DSD,MAZDA,T,29490,53290,51990,01/01/20160424 12:00:00 PM,110,110,110,361085,T401,D,0827A,,Q,F,80-50,Baxter Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,RD,,2011,,0,12-A,38-Failure to Display Muni Rec,,,,,,,,,,,
7350353893,CEG8498,NY,PAS,12/20/2014,38,SUBN,GMC,T,35450,13610,44990,01/01/20150326 12:00:00 PM,0020,20,20,355162,T103,H,0908A,,NY,F,255,W 84th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BLACK,,2011,,0,19 7,38-Failure to Display Muni Rec,,,,,,,,,,,
7961921540,41815MD,NY,COM,07/29/2014,38,VAN,FORD,T,61090,40404,40404,01/01/20150630 12:00:00 PM,110,110,110,359322,T401,A,1040A,,Q,O,92-P41,Roosevelt Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WH,,2009,,0,19-A,38-Failure to Display Muni Rec,,,,,,,,,,,
7108730182,901ZGG,CT,PAS,04/06/2015,37,4DSD,ME/BE,T,40930,26630,55330,01/01/20150088 12:00:00 PM,0070,70,70,361855,T302,P,1229P,1219P,K,F,750,Flatbush Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,SILVE,,0,304-3018,0,30 3,37-Expired Muni Meter,,,,,,,,,,,
7621032339,49783MA,NY,COM,07/10/2014,21,DELV,KENWO,T,12110,17030,17050,01/01/20150131 12:00:00 PM,0009,9,9,355451,T105,M,0837A,,NY,O,41,Avenue A,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,0900A,RED,,2011,,0,N 99,21-No Parking (street clean),,,,,,,,,,,
7426351658,20223JY,NY,COM,03/19/2015,50,DELV,ISUZU,T,16850,0,0,01/01/20161231 12:00:00 PM,0005,5,5,361353,T105,D,0616P,,NY,I,N,Duane St,7ft E/of Church St,01/05/0001 12:00:00 PM,408,e5,,,,,WH,,2005,,0,081,50-Crosswalk,,,,,,,,,,,
7985006473,ULM52K,NJ,PAS,01/29/2015,38,4DSD,TOYOT,T,11710,35550,35570,01/01/88888888 12:00:00 PM,0024,24,24,361086,T103,D,0915A,,NY,O,610,Amsterdam Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,SILVE,,0,,0,37 7,38-Failure to Display Muni Rec,,,,,,,,,,,
7151169747,GTM7058,NY,PAS,03/28/2015,38,4DSD,HONDA,T,14180,37880,37930,01/01/20160821 12:00:00 PM,0069,69,69,361288,T302,I,0217P,,K,F,9214,Avenue L,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,GREY,,2012,,0,39 3,38-Failure to Display Muni Rec,,,,,,,,,,,
1368283238,ENU6727,NY,PAS,05/23/2015,67,SDN,TOYOT,P,0,0,0,01/01/20170107 12:00:00 PM,0007,7,420,915547,0420,0000,0300A,,NY,,,C/O NORFOLK,BROWNE,01/05/0001 12:00:00 PM,408,E2,,BBBBBBB,ALL,ALL,SILVE,0,2005,-,0,,,,,,,,,,,,,
7569803127,GFZ2208,NY,PAS,05/04/2015,74,4DSD,BMW,T,38220,71650,12550,01/01/20150409 12:00:00 PM,0047,47,47,359297,T202,R,0542P,,BX,F,3653,Harper Ave,,01/05/0001 12:00:00 PM,408,j2,,,,,BK,,2006,,0,M 23,74-Missing Display Plate,,,,,,,,,,,
8013015762,EBH1985,NY,PAS,02/19/2015,37,SUBN,FORD,T,73970,78490,23800,01/01/20150622 12:00:00 PM,0043,43,43,361898,T202,X,0104P,1249P,BX,F,1491,West Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WH,,2004,230-8855,0,04A,37-Expired Muni Meter,,,,,,,,,,,
7986697350,2028722,IN,PAS,09/24/2014,18,TRLR,VOLVO,T,24890,18670,18690,01/01/20140088 12:00:00 PM,0019,19,19,345221,T103,B,0711A,,NY,F,1256,Lexington Ave,,01/05/0001 12:00:00 PM,408,f4,,YYYYY,0700A,1000A,WHITE,,0,,0,CC1,18-No Stand (bus lane),,,,,,,,,,,
7896781803,F17DEE,NJ,PAS,10/14/2014,31,SUBN,TOYOT,T,10810,34290,34310,01/01/88888888 12:00:00 PM,0014,14,14,361116,T102,M,0104P,,NY,F,338,8th Ave,,01/05/0001 12:00:00 PM,408,l3,,YYYYY,0700A,0700P,GREY,,0,,0,99 6,31-No Stand (Com. Mtr. Zone),,,,,,,,,,,
7063459090,XAWM31,NJ,PAS,02/11/2015,17,REFG,FRUEH,T,34770,0,0,01/01/20150088 12:00:00 PM,0018,18,18,348520,T106,A,0806A,,NY,I,N,W 50th St,5ft E/of Rockefeller,01/05/0001 12:00:00 PM,408,c4,,YYYYY,0700A,0700P,BLUE,,0,,0,D 17,17-No Stand (exc auth veh),,,,,,,,,,,
1376457880,YXJ15T,NJ,PAS,03/13/2015,19,SDN,ME/BE,P,81830,10580,49950,01/01/20161030 12:00:00 PM,0062,62,62,952028,0062,0000,1101P,,K,F,1780,STILLWELL AVE,,01/05/0001 12:00:00 PM,408,C,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,,,,,,,,,
7381177596,CRC6480,NY,PAS,06/25/2015,38,SUBN,HONDA,T,50050,53980,24465,01/01/20160115 12:00:00 PM,0063,63,63,357745,T302,N,1053A,,K,O,33,Hillel Pl,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,SILVE,,2003,,0,11 3,38-Failure to Display Muni Rec,,,,,,,,,,,
7959442009,GNG1357,NY,PAS,01/22/2015,70,SUBN,FORD,T,17390,48590,21950,01/01/20161219 12:00:00 PM,120,120,120,356557,T303,E,0359P,,R,O,355,Bard Ave,,01/05/0001 12:00:00 PM,408,j3,,,,,GREEN,,2004,,0,04-P,70B-Impropr Dsply of Reg (NYS),,,,,,,,,,,
7959442009,GNG1357,NY,PAS,01/22/2015,70,SUBN,FORD,T,17390,48590,21950,01/01/20161219 12:00:00 PM,120,120,120,356557,T303,E,0359P,,R,O,355,Bard Ave,,01/05/0001 12:00:00 PM,408,j3,,,,,GREEN,,2004,,0,04-P,70B-Impropr Dsply of Reg (NYS),,,,,,,,,,,
7174307954,GRU2120,NY,PAS,08/08/2014,46,4DSD,NISSA,T,77150,47520,57720,01/01/20140814 12:00:00 PM,0049,49,49,357732,T202,A,1233P,,BX,F,2174,White Plains Rd,,01/05/0001 12:00:00 PM,408,f1,,,,,SILVE,,0,,0,02A,46A-Double Parking (Non-COM),,,,,,,,,,,
7686328582,82008,MA,APP,08/29/2014,14,TRAC,FRUEH,T,10510,10410,10510,01/01/20150688 12:00:00 PM,0018,18,18,345329,T106,C,0832A,,NY,F,1370,6th Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,0,,0,S2 9,14-No Standing,,,,,,,,,,,
7108721673,EKE9566,NY,PAS,02/11/2015,37,SUBN,VOLKS,T,21880,40404,40404,01/01/20161005 12:00:00 PM,0060,60,60,361855,T302,P,0615P,0551P,K,O,403,Brighton 4th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WHITE,,2012,357-3013,0,15 3,37-Expired Muni Meter,,,,,,,,,,,
